
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
Swing Chicken POPCORN	2nd	Opening Opposition	View Ballot	AnnaⒸ , Aymaan Sheikh , Ayusha Pandey
Oxford AP	1st	Closing Opposition	View Ballot	AnnaⒸ , Aymaan Sheikh , Ayusha Pandey
Lucky Crickets	4th	Opening Government	View Ballot	AnnaⒸ , Aymaan Sheikh , Ayusha Pandey
Chefs	3rd	Closing Government	View Ballot	AnnaⒸ , Aymaan Sheikh , Ayusha Pandey
Wondering what seriousposting disco	3rd	Closing Government	View Ballot	Markus MyllymäkiⒸ , Kamila Kawczak , Kieren Schmidt
Challenging Universal Notions Towar	2nd	Opening Opposition	View Ballot	Markus MyllymäkiⒸ , Kamila Kawczak , Kieren Schmidt
one worlds win and the dickhead’s g	1st	Closing Opposition	View Ballot	Markus MyllymäkiⒸ , Kamila Kawczak , Kieren Schmidt
Imperial Go Easy On Us 🍀	4th	Opening Government	View Ballot	Markus MyllymäkiⒸ , Kamila Kawczak , Kieren Schmidt
The Hat Men	2nd	Opening Government	View Ballot	LiamⒸ , Alex Gosling , Katie Kiely
UCL Spicy Sauce	4th	Opening Opposition	View Ballot	LiamⒸ , Alex Gosling , Katie Kiely
KCL Aber one of us is from austin, 	3rd	Closing Opposition	View Ballot	LiamⒸ , Alex Gosling , Katie Kiely
UCL (A)lternate Timeline	1st	Closing Government	View Ballot	LiamⒸ , Alex Gosling , Katie Kiely
Imperial This comp needs a ChatGPT 	3rd	Closing Opposition	View Ballot	Vincent KoonⒸ , Neva Ensminger-Holland
Sheffield Am and his An	4th	Closing Government	View Ballot	Vincent KoonⒸ , Neva Ensminger-Holland
We came here to end racism and win 	1st	Opening Government	View Ballot	Vincent KoonⒸ , Neva Ensminger-Holland
W = mc²	2nd	Opening Opposition	View Ballot	Vincent KoonⒸ , Neva Ensminger-Holland
Fax don&#x27;t care about your fealty	1st	Opening Government	View Ballot	Ramesh RajavinothanⒸ , Alishba Irfan , Kayla Powers
Harvard A	2nd	Opening Opposition	View Ballot	Ramesh RajavinothanⒸ , Alishba Irfan , Kayla Powers
Tyrants	4th	Closing Opposition	View Ballot	Ramesh RajavinothanⒸ , Alishba Irfan , Kayla Powers
tandoori fish and chips	3rd	Closing Government	View Ballot	Ramesh RajavinothanⒸ , Alishba Irfan , Kayla Powers
BDU arm aber sexy	4th	Closing Opposition	View Ballot	Lara DragojevićⒸ , Emma Heijnen
Harish and Matt	1st	Opening Opposition	View Ballot	Lara DragojevićⒸ , Emma Heijnen
