
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
7	Maria Matcheva	ESL	quarter life crisis brought us bac	80	82	82	82	77	403	80.60	1.96
8=	Robert Armstrong		KCL It’s not clocking to you that I am	82	80	76	83	81	402	80.40	2.42
8=	Will Ryan		Old brown man COMMUNES with young	82	78	82	81	79	402	80.40	1.62
10=	Aymaan Sheikh		Edinburgh aurafarming (si)nce agriculture is	81	77	83	79	81	401	80.20	2.04
10=	Dhruv Hariharan		ANU Guangzhou Mama	81	79	78	81	82	401	80.20	1.47
10=	Elanor Parkinson		ANU Guangzhou Mama	81	80	78	82	80	401	80.20	1.33
10=	Cyrus Braden		Edinburgh Kindly RSVP for our birthday party	81	80	78	81	81	401	80.20	1.17
14=	Muzamil Godil		Old brown man COMMUNES with young	81	77	81	81	80	400	80.00	1.55
14=	Alishba Irfan		Edinburgh aurafarming (si)nce agriculture is	81	77	81	79	82	400	80.00	1.79
16	Josh Stone		KCL It’s not clocking to you that I am	82	80	77	81	79	399	79.80	1.72
17=	Jess “Maximus” Williamson		Oxford Bharath Anantham	78	81	82	79	78	398	79.60	1.62
17=	Eli Ferrell		Edinburgh where&#x27;s wurdaan	80	80	80	80	78	398	79.60	0.80
17=	Alexis Mcharo		Why does Hilary have an Australian	81	78	82	77	80	398	79.60	1.85
20=	Alex Zhu		Zhu-ko &amp; Hum-iroh take on Ba Sing	80	81	77	82	77	397	79.40	2.06
20=	Lovro Marušić	ESL	Zagreb C	77	79	81	82	78	397	79.40	1.85
20=	Dhruv Leekha		Oxford B	80	82	79	81	75	397	79.40	2.42
20=	Tom Milling		Edinburgh Kindly RSVP for our birthday party	80	78	77	81	81	397	79.40	1.62
24=	Rina Freiman	ESL	BGU A(m I on clash?)	77	78	81	79	81	396	79.20	1.60
24=	Ahmed Hussain		Oxford B	79	80	79	81	77	396	79.20	1.33
24=	Henrietta Vanni		Why does Hilary have an Australian	80	78	82	76	80	396	79.20	2.04
24=	David Zu		You’re a GERBET fam	79	81	80	78	78	396	79.20	1.17
28=	Omesh Dhar Dwivedi		E ne le jarabi l&#x27;i la, too much	80	79	77	81	78	395	79.00	1.41
28=	Gareth “Leonidas” Lim		Oxford Bharath Anantham	77	82	78	80	78	395	79.00	1.79
28=	Naman Gambhir		The ideal of a platonic relationsh	78	80	79	79	79	395	79.00	0.63
31=	Ksenia Baatz	Novice	We debate best in grocery store ai	77	78	79	82	78	394	78.80	1.72
31=	Victor Bervoets	ESL	DKW B(aking Bread)	81	78	81	80	74	394	78.80	2.64
31=	Helena Hecke	ESL	DM Hella Adorable	80	79	75	79	81	394	78.80	2.04
34=	Michele Liu		LSE C	80	80	81	76	76	393	78.60	2.15
34=	Rayaan Aly Khan		LSE C	78	80	81	76	78	393	78.60	1.74
34=	Humam Aziz		Zhu-ko &amp; Hum-iroh take on Ba Sing	80	79	75	82	77	393	78.60	2.42
34=	Lea Pogač	ESL, Novice	Zagreb C	78	78	80	80	77	393	78.60	1.20
34=	Callum Hendry		Durham -4	80	78	79	83	73	393	78.60	3.26
34=	Guy Wolf	ESL	Technion A	80	82	79	76	76	393	78.60	2.33
34=	Adora Sabau	ESL	DM Hella Adorable	80	81	73	79	80	393	78.60	2.87
34=	Panagis Gouvelis	ESL	A.C. G.oes AAAAAAAA	80	78	78	75	82	393	78.60	2.33
42=	Aleksandra Durbazeva		DKW Vienna AT	77	80	77	83	75	392	78.40	2.80
42=	James Tam	Novice	Cambridge no euros just vibes	80	79	77	80	76	392	78.40	1.62
42=	Stefan Milicescu		LSE Drunk and Drunker	78	79	77	78	80	392	78.40	1.02
42=	Mira Eberdorfer	ESL	DKW B(aking Bread)	80	78	81	79	74	392	78.40	2.42
42=	Hilary Vanni		You’re a GERBET fam	80	79	78	77	78	392	78.40	1.02
47=	Vedesh Kodnani		Chicago That&#x27;s GBP, the price go up if it&#x27;	79	79	80	78	75	391	78.20	1.72
47=	Marina Kojić	ESL	DKW Vienna (A)mbulance	76	80	78	81	76	391	78.20	2.04
47=	Nimai Koneru		E ne le jarabi l&#x27;i la, too much	82	78	76	79	76	391	78.20	2.23
47=	Verse Abellaneda	ESL	UP Manila VR	77	80	79	77	78	391	78.20	1.17
47=	Nadav Barak	ESL	Technion A	81	80	79	77	74	391	78.20	2.48
47=	Novak Čelebić	ESL	Djorđa Kratovca 65/8 parking spot	78	77	78	82	76	391	78.20	2.04
53=	Roy Perry	ESL	BGU A(m I on clash?)	77	76	80	78	79	390	78.00	1.41
53=	Victoria Kurakata		Chicago That&#x27;s GBP, the price go up if it&#x27;	80	78	81	77	74	390	78.00	2.45
53=	Raffy Perez	ESL	UP Manila VR	78	79	80	78	75	390	78.00	1.67
53=	Helen Whalley		Aberdeen BW… (B)ut not the one you	79	79	77	78	77	390	78.00	0.89
53=	Susanna Wirthgen	ESL	Potsdam A-Z	77	80	75	78	80	390	78.00	1.90
53=	Russell Choy		Cambridge no euros just vibes	80	77	77	80	76	390	78.00	1.67
53=	Mark McNally		UCD L&amp;H E(veryone else was unavail	78	77	79	77	79	390	78.00	0.89
60=	Leander Mathissen	ESL	DM Spiritual Slut and German Dad	76	81	77	77	78	389	77.80	1.72
60=	Juliette Scheuing	ESL	Potsdam A-Z	78	79	75	78	79	389	77.80	1.47
60=	Henaku Kwasi Owusu	ESL	Wiseman and the Tribal Chief	79	81	76	73	80	389	77.80	2.93
60=	Priyansh Shah		LSE Drunk and Drunker	76	78	76	78	81	389	77.80	1.83
60=	Alisa Popova		Copenhagen A	77	82	74	79	77	389	77.80	2.64
60=	Darin Mansurbeg	ESL	Copenhagen A	77	83	74	78	77	389	77.80	2.93
60=	Natasha Cameron		GUU Catholics against Jeremy Clarkson	78	79	77	77	78	389	77.80	0.75
60=	Bogdan Kaluđerović	ESL	A.C. G.oes AAAAAAAA	78	77	78	76	80	389	77.80	1.33
68=	Vishwa Raghav Raj	ESL	IITB Chakraborty &amp; Raghav Raj	78	80	74	78	78	388	77.60	1.96
68=	Taha Kaihan Masud	ESL	Flint and Silver	78	78	79	75	78	388	77.60	1.36
68=	Anton Gonta	ESL	DKW Vienna (A)mbulance	75	81	77	80	75	388	77.60	2.50
68=	Rose Zhou		surely we will wake up	77	80	78	76	77	388	77.60	1.36
68=	Nicole Cheng	ESL	KCL dm if u wanna play roblox tgt	80	77	76	79	76	388	77.60	1.62
68=	Shachar Enteen		THUJ HUJI M&amp;S	75	79	79	77	78	388	77.60	1.50
68=	Raymond Qiu		Chen &amp; Qiu	79	79	78	73	79	388	77.60	2.33
