
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
83	Emily Paulin		Princeton 3	77	77	78	76	74	382	76.40	1.36
84=	James Afford		Brown 1	78	75	78	76	74	381	76.20	1.60
84=	Noku Zuze	Novice	Bates 2	75	76	77	74	79	381	76.20	1.72
86=	Eamin Ahmed	Novice	Cornell 1	77	78	74	76	75	380	76.00	1.41
86=	Elaine Gao	Novice	Princeton 5	77	77	74	79	73	380	76.00	2.19
88=	Will Raihall		Vermont 2	78	74	72	77	78	379	75.80	2.40
88=	Ariel Schuck		Vermont 12	76	79	76	72	76	379	75.80	2.23
88=	Gianluca LoPorto		HWS 2	76	76	74	77	76	379	75.80	0.98
88=	Leo Bonacci		HWS 3	78	76	73	77	75	379	75.80	1.72
88=	Salma Alhsni	Novice	Princeton 6	77	77	75	78	72	379	75.80	2.14
88=	Felix Huang	ESL	Rochester 2	75	77	80	75	72	379	75.80	2.64
88=	Orateur 1		Swing 2	74	74	76	78	77	379	75.80	1.60
88=	Orateur 2		Swing 2	74	73	78	78	76	379	75.80	2.04
96=	Victoria Bubina	Novice	Rochester 2	74	77	79	74	74	378	75.60	2.06
96=	Alizey Warraich	ESL	Colby 2	77	75	75	78	73	378	75.60	1.74
98=	Jacob Franchi		HWS 2	77	75	74	76	75	377	75.40	1.02
98=	Grace Flynn		Columbia 3	74	77	75	73	78	377	75.40	1.85
98=	Jamie Kim	Novice	Columbia 3	74	77	75	73	78	377	75.40	1.85
98=	Yurdanur Yolcu	Novice, ESL	Davidson 2	74	73	77	77	76	377	75.40	1.62
98=	Muhammad Saif	ESL	Colby 1	77	75	75	72	78	377	75.40	2.06
98=	John Hanson		Colby 1	76	75	75	72	79	377	75.40	2.24
98=	Oskar Lieberman		Colby 2	74	75	77	77	74	377	75.40	1.36
98=	Orateur 1		Swing 3	76	76	75	77	73	377	75.40	1.36
106=	Sam Farley		Vermont 4	78	74	76	72	76	376	75.20	2.04
106=	Viraj Nautiyal	Novice	Brown 1	78	75	76	73	74	376	75.20	1.72
106=	Auden White		Davidson 1	74	75	76	76	75	376	75.20	0.75
106=	Quentin Davis	Novice	Morehouse 2	74	78	76	75	73	376	75.20	1.72
106=	James Foleno	Novice	Bates 2	75	75	76	73	77	376	75.20	1.33
111=	Lily Wycoff		Vermont 5	77	78	74	72	74	375	75.00	2.19
111=	Eleanor Greco	Novice	Vermont 10	72	78	75	73	77	375	75.00	2.28
111=	Emily Sakash		Vermont 12	74	77	75	73	76	375	75.00	1.41
111=	Dylan Ballard	Novice	HWS 4	78	74	72	76	75	375	75.00	2.00
111=	Santosh Gontla	Novice	Davidson 1	74	75	76	74	76	375	75.00	0.89
111=	Rajeev Krishnamurthy	Novice, ESL	Davidson 2	73	73	77	77	75	375	75.00	1.79
117=	Grace O&#x27;Bryan	Novice	Vermont 3	75	76	74	73	76	374	74.80	1.17
117=	Colin Mellen	Novice	Vermont 3	74	77	75	72	76	374	74.80	1.72
117=	Neil Rohan		Vermont 13	73	75	77	76	73	374	74.80	1.60
117=	Briana Reyes	Novice	HWS 4	77	74	73	76	74	374	74.80	1.47
121=	Kat Rutkowski		Vermont 2	76	74	70	76	77	373	74.60	2.50
121=	Gavin Alberts		Vermont 4	78	73	75	72	75	373	74.60	2.06
121=	Joshua Atkins	Novice	UWI Mona 1	75	77	72	77	72	373	74.60	2.24
121=	Jaden Haywood	Novice	HWS 6	73	73	77	74	76	373	74.60	1.62
125=	Agnes Shales		Vermont 5	77	76	72	72	75	372	74.40	2.06
125=	Johnny Bewley		HWS 6	73	73	77	74	75	372	74.40	1.50
125=	Martin Seals	Novice	Morehouse 2	74	78	75	74	71	372	74.40	2.24
128=	Tomek Botwicz		Vermont 13	73	75	76	74	73	371	74.20	1.17
128=	Calicia Vassell	Novice	UWI Mona 1	75	75	71	77	73	371	74.20	2.04
128=	David Beloglazov		Princeton 6	74	74	73	76	74	371	74.20	0.98
131=	Matthew Douglas	Novice	UT Jamaica 1	77	69	76	74	73	369	73.80	2.79
131=	Yale Coopersmith		Bard 3	74	74	74	71	76	369	73.80	1.60
131=	Fenya Lyn Walter	ESL	Middlebury 2	76	69	74	76	74	369	73.80	2.56
