
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
50=	David Logan		Oxford D&amp;H	78	79	81	74	79	391	78.20	2.32
61=	Zachary  Too	Novice	Warwick A (Y &amp; Z)	76	79	78	80	77	390	78.00	1.41
61=	Richard Käsper	Novice, ESL, Schools	Tallinn High School Moomin C	77	80	78	80	75	390	78.00	1.90
61=	Konstantin  Popović	ESL	Belgrade Arts Sword Arts Online	77	77	78	81	77	390	78.00	1.55
61=	Aarit Bhattacharya		Imperial liquidating orangutans one comp at	79	81	77	77	76	390	78.00	1.79
61=	Ramy Masalha	ESL	messing with the tab	80	78	80	74	78	390	78.00	2.19
61=	Pavle Antonijević	ESL	Belgrade (Ć)evapčići	76	77	81	79	77	390	78.00	1.79
61=	Aurora Zhang	Novice	KCL B)eaststars because we’d homoeroti	78	77	79	79	77	390	78.00	0.89
61=	Tanel Mütt	ESL	Tartu A	77	80	78	76	79	390	78.00	1.41
61=	Arjun  Gunalan		LSE C	79	79	77	81	74	390	78.00	2.37
61=	Freddy Simonnet-Lefevre		Edinburgh A	81	76	77	78	78	390	78.00	1.67
71=	Shannon Wardlaw		The Pretty Girls from Joburg	76	80	79	75	79	389	77.80	1.94
71=	Timothy Hanna		USU TBD	81	78	76	76	78	389	77.80	1.83
71=	Yael Wolff	ESL	messing with the tab	80	78	79	74	78	389	77.80	2.04
71=	Andrew  Liu	Novice	UWODS theoretical alcoholics	77	79	80	75	78	389	77.80	1.72
71=	Redacted	ESL	Redacted	78	78	80	79	74	389	77.80	2.04
71=	Diggory Waddle		We will think of one at a later da	77	79	77	77	79	389	77.80	0.98
71=	Henrietta Vanni		KNUST/Phil Mecha debaters ✈️ 🔥	76	81	75	79	78	389	77.80	2.14
71=	Claire Beamer		Stanford nobody expects the Canadian inquis	77	79	78	79	76	389	77.80	1.17
71=	Mahathir  Mahmud	ESL	GUU (E)xtremely tired	76	77	81	76	79	389	77.80	1.94
71=	Thien-Lam  Nguyen	ESL	UBC film major wannabe	76	80	79	79	75	389	77.80	1.94
71=	Vansh Aggarwal	ESL	wincel juliet is a rumen simp	82	75	76	76	80	389	77.80	2.71
71=	Saleem Salisu	ESL	Afa Papa!	76	77	81	79	76	389	77.80	1.94
83=	Teddy  Xuhe	ESL	The Pretty Girls from Joburg	77	78	80	75	78	388	77.60	1.62
83=	Redacted		Redacted	78	78	80	78	74	388	77.60	1.96
83=	Eoghan  Connolly		EUDU Simon &amp; Garfunkel	77	77	81	75	78	388	77.60	1.96
83=	Srishti Nautiyal	ESL	TCD Phil (A) Backhalf Hole with Sticky Mate	79	76	80	76	77	388	77.60	1.62
83=	Aryan Agarwal	Novice	Yale EA	80	80	76	73	79	388	77.60	2.73
83=	Strahinja Batanjski	ESL	Belgrade Yappers A	76	76	81	78	77	388	77.60	1.85
83=	Francis Revilla	ESL	Fallout Vault Tech Corporation	78	79	78	73	80	388	77.60	2.42
90=	Aleksandra Durbazeva		DK Wien do you also feel this connection b	79	76	76	79	77	387	77.40	1.36
90=	Katarina Lazić	ESL	Belgrade (Ć)evapčići	77	77	80	77	76	387	77.40	1.36
90=	Emily  Shi		retired debsoc presidents	77	75	80	77	78	387	77.40	1.62
90=	Hunter  Valencia		Berkeley It&#x27;s a FloTer	74	78	79	77	79	387	77.40	1.85
90=	Lily  Mckay		We will think of one at a later da	78	78	75	78	78	387	77.40	1.20
90=	Netra Easwaran	Novice	Yale EA	79	79	75	74	80	387	77.40	2.42
90=	Navreet	 Sidhu		CUDS HS	78	79	78	75	77	387	77.40	1.36
90=	Obrad Kostic	ESL	Belgrade Yappers A	76	77	79	78	77	387	77.40	1.02
90=	Diego Castillo		aura maxxed	77	79	77	77	77	387	77.40	0.80
90=	Ebenezer Appiah		aura maxxed	78	79	77	76	77	387	77.40	1.02
100=	Yit Xiang Wong		Warwick A (Y &amp; Z)	75	78	77	80	76	386	77.20	1.72
100=	Vijay Tupper	Novice	McGill Humam Aziz	79	78	77	74	78	386	77.20	1.72
100=	Will Ryan	Novice	UCLA fact checked by REAL American patr	74	77	79	77	79	386	77.20	1.83
100=	Altynay Zamanbekova	ESL	NU SA	79	79	77	74	77	386	77.20	1.83
100=	Cyrus Braden		EUDU look it&#x27;s us: 👩🏻‍🎤👱🏻	78	74	77	80	77	386	77.20	1.94
100=	Justin Kim	Novice	Yale KL	78	76	77	78	77	386	77.20	0.75
100=	Alba Borrego Pablos	Novice	UCLA Will&#x27;s Kantian Rizz	78	78	79	76	75	386	77.20	1.47
100=	Dylan  Haegeman		CUDS HS	79	77	78	76	76	386	77.20	1.17
100=	Andreas Punzalan	Novice, ESL, Schools	Fallout Vault Tech Corporation	77	80	77	74	78	386	77.20	1.94
100=	Sthitadhi Mutsuddy	ESL	IIT Bombay Panamam2	77	77	77	78	77	386	77.20	0.40
110=	Liam Urban		DK Wien do you also feel this connection b	78	75	76	79	77	385	77.00	1.41
110=	Jaleelah Ammar		Ottawa operating on an inshallah and ad h	78	78	75	77	77	385	77.00	1.10
110=	Ramon  Gelkov	Novice, ESL, Schools	Tallinn High School Moomin C	76	79	75	79	76	385	77.00	1.67
110=	Liv Misztowt		Cardiff i&#x27;d slap miki but he&#x27;d enjoy it	74	78	78	78	77	385	77.00	1.55
110=	Sarim  Karim	ESL	The Island Boiz	79	75	76	77	78	385	77.00	1.41
110=	Kamila Kawczak		KCL Tbd	80	78	75	75	77	385	77.00	1.90
110=	Florence Zhu		Berkeley It&#x27;s a FloTer	75	77	78	77	78	385	77.00	1.10
110=	Jacob Molina	Novice	Berkeley Polyadic Deduction Believers	78	74	77	79	77	385	77.00	1.67
110=	Oisín Browne		TCD Phil (A) Backhalf Hole with Sticky Mate	79	77	79	75	75	385	77.00	1.79
110=	Athena Wu	Novice	TCD Hist Law/pol on tour	79	74	78	76	78	385	77.00	1.79
110=	Zoe McFadyen	Novice	GUU (E)xtremely tired	77	76	77	77	78	385	77.00	0.63
110=	Mustafaa  Khan	Novice	Imperial No utility after death	77	75	79	75	79	385	77.00	1.79
110=	Thomas Calcagno	ESL	Imperial No utility after death	78	75	79	76	77	385	77.00	1.41
110=	Rishabh Gupta	ESL	wincel juliet is a rumen simp	80	76	75	75	79	385	77.00	2.10
110=	Daud Kharal	ESL	LUMS 1	76	80	76	78	75	385	77.00	1.79
110=	Donal O&#x27;Byrne		UCD L&amp;H L&amp;H D	80	77	77	77	74	385	77.00	1.90
126=	Simon Yu		Seedless Christians Against Moms	77	76	78	75	78	384	76.80	1.17
126=	Marin Marinov	Novice, ESL, Schools	Seedless Christians Against Moms	77	76	80	74	77	384	76.80	1.94
126=	Sarmad Ahmed		Taking hai(kyuu)speaks	75	75	79	78	77	384	76.80	1.60
126=	Rose Zhou	Novice	Ottawa operating on an inshallah and ad h	77	78	75	77	77	384	76.80	0.98
126=	Sultan Satybaldy	ESL	NU SA	79	77	77	75	76	384	76.80	1.33
126=	Justin Zhou		Berkeley Polyadic Deduction Believers	78	74	77	78	77	384	76.80	1.47
126=	Rachel Nam	Novice	UCLA Will&#x27;s Kantian Rizz	77	77	79	75	76	384	76.80	1.33
126=	Murtaza  Shiyaji		Berkeley Minor A	76	77	78	78	75	384	76.80	1.17
126=	Shzreen Shah	ESL	LUMS 1	75	80	76	78	75	384	76.80	1.94
126=	Ayman Memon		UCD L&amp;H L&amp;H D	79	77	75	79	74	384	76.80	2.04
