
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
178	BITS Goa DH2 Boiz	ESL, Novice	3rd	3rd	2nd	4th	3rd	5	745	0	1
179	HG J(ust dance)	Novice, Schools	4th	4th	4th	1st	2nd	5	743	1	1
180	CU D	ESL	4th	4th	3rd	2nd	2nd	5	738	0	2
181	UHAS B	Novice	4th	2nd	4th	4th	1st	5	731	1	1
182	HLU 1	ESL, Novice	3rd	2nd	4th	2nd	4th	5	731	0	2
183	J.K.U.A.T Here to fill the bins.		3rd	2nd	3rd	3rd	4th	5	731	0	1
184	CU ACC	ESL, Novice	3rd	4th	3rd	1st	4th	5	716	1	0
185	Foster kids		3rd	1st	4th	3rd	—	5	608	1	0
186	we identify as novices ??	ESL	3rd	2nd	2nd	4th	—	5	605	0	2
187	Team Water Lily	ESL, Novice	4th	2nd	2nd	3rd	—	5	597	0	2
188	IIT Bombay Sex fiends	Novice	3rd	1st	3rd	4th	—	5	596	1	0
189	Delhi 1	ESL	2nd	2nd	3rd	4th	—	5	552	0	2
190	English Opening and Eight Queens		1st	2nd	4th	—	—	5	459	1	1
191=	KNUST PACESETTERS	Novice	2nd	4th	—	1st	—	5	454	1	1
191=	Lyceum B	ESL	1st	4th	—	—	2nd	5	454	1	1
193	UNAL Ñame with Cheese Ñoquis	ESL	2nd	1st	—	—	—	5	303	1	1
194	KCW KC F	ESL, Novice	4th	2nd	2nd	4th	4th	4	749	0	2
195	KCW KC B	ESL	3rd	4th	4th	1st	4th	4	746	1	0
196	CU B&#x27;	ESL, Novice	4th	4th	1st	3rd	4th	4	739	1	0
197	KCW KC E	ESL, Novice	4th	3rd	4th	3rd	2nd	4	739	0	1
198	CU E	ESL, Novice	4th	4th	2nd	3rd	3rd	4	733	0	1
199	MAULERS Sleeping beauty	ESL, Novice, Schools	4th	4th	2nd	2nd	4th	4	718	0	2
200	PES pura sunle	ESL	4th	3rd	2nd	3rd	4th	4	692	0	1
201	side chicks without consent	ESL	4th	1st	3rd	4th	—	4	602	1	0
202	Double A	Novice, Schools	1st	—	4th	4th	3rd	4	593	1	0
203	Laban Humanista	Novice	2nd	4th	3rd	3rd	—	4	590	0	1
204	DU Average Debater L	ESL, Novice	3rd	4th	2nd	3rd	—	4	584	0	1
205	DU Noida to Paris		3rd	4th	—	4th	1st	4	549	1	0
206	TNSHS It&#x27;s 5am in my our country		4th	4th	1st	3rd	—	4	548	1	0
207	NLIUB Machas	ESL	1st	4th	3rd	—	—	4	459	1	0
208	ALU Dreamers		4th	1st	3rd	—	—	4	457	1	0
209	IIT Bombay You can&#x27;t make a Tomelette without	ESL	4th	1st	3rd	—	—	4	447	1	0
210	Swing 8		—	—	1st	—	3rd	4	312	1	0
211	PHDS kahit ano basta magbreak	Schools	4th	4th	4th	2nd	3rd	3	745	0	1
212	PHDS ABCDEbators	Novice, Schools	4th	2nd	4th	4th	3rd	3	744	0	1
213	WMSU lato-lato main slayers		4th	4th	3rd	2nd	4th	3	738	0	1
214	JUDO Amar Ekush	ESL	4th	2nd	4th	4th	3rd	3	736	0	1
215	CU Depressed Soul		4th	2nd	3rd	4th	4th	3	733	0	1
216	Daring Devils		4th	3rd	4th	3rd	3rd	3	729	0	0
217	Uyo IDAN 2.0		4th	3rd	2nd	4th	4th	3	700	0	1
218	Strathmore Balloon		3rd	2nd	4th	4th	—	3	593	0	1
219	ALU mocha		3rd	4th	2nd	4th	—	3	585	0	1
220	Strathmore Sled	ESL, Novice	3rd	—	4th	4th	2nd	3	584	0	1
221	IIT Roorkee Forked over by ChatGPT	ESL, Novice	3rd	2nd	4th	4th	—	3	569	0	1
222	Ilorin The conglomerate		2nd	3rd	4th	—	—	3	455	0	1
223	International Khiladi	ESL	3rd	2nd	4th	—	—	3	398	0	1
224	making a comeback uwu	Novice, Schools	2nd	3rd	—	—	—	3	310	0	1
225	TCD Phil Blasian persuasion		1st	4th	—	—	—	3	306	1	0
226	Hopes ??	Novice, Schools	—	4th	—	—	1st	3	301	1	0
227	Dhaka Tyrion &amp; Cersei		4th	1st	—	—	—	3	300	1	0
228	Swing 9		—	—	3rd	—	2nd	3	299	0	1
229	MDS You know what? I don&#x27;t know		3rd	2nd	—	—	—	3	293	0	1
230	Ilorin Holy Matrimony	ESL	1st	4th	—	—	—	3	257	1	0
231	KCW KC C	ESL, Novice	4th	4th	3rd	3rd	4th	2	748	0	0
232	Kyushu S		4th	3rd	3rd	4th	4th	2	736	0	0
233	Ilorin Lotus		4th	4th	3rd	4th	3rd	2	728	0	0
