
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
59=	Arwyn Stone	Novice	Sydney Ryan and Stone	79	77	76	80	80	392	78.40	1.62
59=	Ines Neri		Ateneo LN	81	80	78	76	77	392	78.40	1.85
59=	James Alexandr Carr		Ř	78	78	76	80	80	392	78.40	1.50
67=	Evgenii Akulov	ESL	HSESP OSCA A	78	80	78	78	77	391	78.20	0.98
67=	Evgenia Zubko	ESL	HSESP OSCA A	79	80	78	77	77	391	78.20	1.17
67=	Clairene Tan		NUS Clairene and Rdu	76	79	81	79	76	391	78.20	1.94
67=	Rdu Dillon		NUS Clairene and Rdu	76	78	81	79	77	391	78.20	1.72
67=	Alishba Irfan		a lawyer and engineer? the collect	76	81	75	80	79	391	78.20	2.32
67=	Rogelio Largo		Ateneo LN	80	79	79	77	76	391	78.20	1.47
67=	Manasija Das	ESL	VIT CD	81	80	78	76	76	391	78.20	2.04
67=	Sajid Farook		Stanford bunties	79	77	78	79	78	391	78.20	0.75
67=	Jubayer Ibn Hamid		Stanford Sajid &amp; Sourodip	77	78	78	79	79	391	78.20	0.75
76=	Aradom Belai		SLS Pune Achilles come down	79	83	79	71	78	390	78.00	3.90
76=	Dominic Westwood		a lawyer and engineer? the collect	77	80	75	80	78	390	78.00	1.90
76=	Dror Brook	ESL	Weizmann Dror &amp; Roi	80	77	75	80	78	390	78.00	1.90
76=	Alexis Baraka Mcharo		shut up	76	81	77	79	77	390	78.00	1.79
80=	Zoe Fraser	Novice	Queensland Alex Paterson	78	77	77	79	78	389	77.80	0.75
80=	Avyay C	ESL	VIT CD	80	79	79	76	75	389	77.80	1.94
82=	Srishti Nautiyal	ESL	TCD Phil B	76	80	79	77	76	388	77.60	1.62
82=	Taran Molloy		Cambridge MS	75	79	76	78	80	388	77.60	1.85
82=	Muhammad Zufar Farhan Zuhdi	ESL	Cambridge ZJ	78	78	79	76	77	388	77.60	1.02
82=	Will Ryan	Novice	Sydney Ryan and Stone	80	73	76	78	81	388	77.60	2.87
82=	Oliver Bardsley	Novice	UNSW Bardsley and Singh	75	77	78	81	77	388	77.60	1.96
82=	Omesh Dhar Dwivedi		Drexel EA Games	79	76	78	76	79	388	77.60	1.36
88=	hilary igbinomwanhia		TCD Phil twintAstic	79	78	76	77	77	387	77.40	1.02
88=	Harry Rae	Novice	Queensland Alex Paterson	77	77	77	78	78	387	77.40	0.49
88=	Lia Denise Tan	ESL	UPLB test run pt. 3	74	76	78	83	76	387	77.40	3.07
91=	Henrietta Vanni		TCD Phil twintAstic	79	76	77	76	78	386	77.20	1.17
91=	Oisín Browne		TCD Phil B	75	79	79	76	77	386	77.20	1.60
91=	Tom Nunn-Rutledge	Novice	Queensland Big fans of swaggy lee miller	78	77	76	77	78	386	77.20	0.75
94=	Miloš Prokić	ESL	Belgrade TS(C) Bačka Topola	79	77	78	75	76	385	77.00	1.41
94=	Molly Callaghan	Novice	Harvard m&amp;m	78	77	78	77	75	385	77.00	1.10
94=	Kyle Go		Ateneo GB	75	76	77	78	79	385	77.00	1.41
